No,Title,Author,Journal,Vol,No,Pages,Published_Year
1830,高齢者の運転免許更新講習データからの運転能力変化の傾向分析,"河中 治樹, 藤澤 洋佑, 小栗 宏次",生体医工学,53,Supplement,S100_01,2015
1831,ダブルパルス刺激による誘発筋音図のシステム同定,"川端 航, 内山 孝憲",生体医工学,53,1,8月13日,2015
1832,リレー随筆他,,生体医工学,53,1,50-51,2015
1833,マイクロレンズアレイマーカを用いたハンズフリーポインティングシステム,"塚田 章, 田中 秀幸, 姫野 吏絵子",生体医工学,53,1,44-49,2015
1834,視覚障害者のための絵本読み聞かせ音声支援システムの開発,"佐藤 優彦, 浅井 愛, 前田 義信",生体医工学,53,1,40-43,2015
1835,ウェアラブルモーションセンサを用いた脳卒中片麻痺者のFour Square Step Testにおける前後左右移動の評価,"桑江 豊, 関根 正樹, 田村 俊世, 藤元 登四郎, 兪 文偉",生体医工学,53,1,32-39,2015
1836,パラレルリンク型ロボットによる超音波治療デバイスの位置および接触力のハイブリット制御システムの開発,"夏目 薫, 入澤 佐智恵, 小野木 真哉, 望月 剛, 桝田 晃司",生体医工学,53,1,21-31,2015
1837,水平面肘関節運動における非拘束環境下への拡張を目的とした2ch型機能的電気刺激（FES）平衡点制御モデルの解析,"松居 和寛, 前垣 和也, 山下 雄人, 植村 充典, 平井 宏明, 宮崎 文夫",生体医工学,53,1,14-20,2015
1838,リレー随筆他,,生体医工学,53,2,90,2015
1839,聴覚性定常脳磁界応答の音楽的期待による変調,"竹下 悠哉, 角屋 智香, 木村 勁介, 松永 理恵, 栗城 眞也, 横澤 宏一",生体医工学,53,2,84-89,2015
1840,嚥下音解析による摂取水分量の推定システム,"中藤 寛己, 井村 誠孝, 吉元 俊輔, 大城 理",生体医工学,53,2,76-83,2015
1841,等尺性随意収縮時の誘発筋音図のシステム同定,"品田 泰洋, 内山 孝憲",生体医工学,53,2,69-75,2015
1842,複数柔軟ポリマー曲率センサによる足部構造変化の動的計測,"松原 忠志, 坂上 友介, 牧川 方昭",生体医工学,53,2,63-68,2015
1843,名誉会員古川俊之先生への追悼,鈴木 良次,生体医工学,53,2,61-62,2015
1844,特集にあたって,倉智 嘉久,生体医工学,53,3,99,2015
1845,リレー随筆他,,生体医工学,53,3,200,2015
1846,非線形回路と可変閾値を用いた埋込型神経信号検出・伝送回路の開発,"野村 尚彦, 武田 昂大, 島谷 祐一, 京相 雅樹",生体医工学,53,3,193-199,2015
1847,青色コントラスト感度を利用した視機能評価システムの構築,"櫻井 理紗, 竹村 匡正, 田村 寛, 黒田 知宏, 堀尾 裕幸",生体医工学,53,3,187-192,2015
1848,3次元超音波音場の時分割送信による微小気泡の局所的捕捉効率向上のための実験的検討,"澤口 冬威, 保坂 直斗, 江田 廉, 小野木 真哉, 望月 剛, 桝田 晃司",生体医工学,53,3,179-186,2015
1849,MRガイド下集束超音波治療における呼吸性肝組織変形・移動に基づく照射位置追尾のための4次元MR画像データ構築,"熊本 悦子, 松本 龍彦, 林 真弘, 黒田 輝",生体医工学,53,3,168-178,2015
1850,鼻腔内熱流動ボクセル解析における横断面医療画像二次元補間の有効性,"磯部 光基, 木村 祐介, 木村 真也, 世良 俊博, 横田 秀夫, 小野 謙二, 田中 学",生体医工学,53,3,160-167,2015
1851,FSKイオンチャネルモデルを用いた心臓興奮伝播の機能的シミュレーション,"中沢 一雄, 稲田 慎, 原口 亮, 相庭 武司, 池田 隆徳, 芦原 貴司",生体医工学,53,3,151-159,2015
1852,多階層生理機能モデリングのためのソフトウェア・プラットフォーム,"浅井 義之, 安部 武志, 野村 泰伸, 北野 宏明",生体医工学,53,3,144-150,2015
1853,細胞と組織階層を繋ぐ新たな心臓興奮伝導機構：Electric Field機構,"津元 国親, 倉智 嘉久",生体医工学,53,3,138-143,2015
1854,Shape Matching法による心臓拍動のビジュアルシミュレーション,"井尻 敬, 芦原 貴司, 梅谷 信行, 小山 裕己, 五十嵐 健夫, 原口 亮, 横田 秀夫, 中沢 一雄",生体医工学,53,3,130-137,2015
1855,心臓興奮伝播とその破綻による不整脈発生機構,本荘 晴朗,生体医工学,53,3,123-129,2015
1856,複雑な計算スキームを必要とする多階層生体機能モデルのシミュレーションシステム,"天野 晃, ラスティ プンザラン　フロレンシオ, 嶋吉 隆夫, 國枝 義敏",生体医工学,53,3,115-122,2015
1857,コンピュータシミュレーションによるプルキンエ線維起源の心室性不整脈発生機序の検討,"稲田 慎, HARRELL Daniel T., 原口 亮, 芦原 貴司, 蒔田 直昌, 中沢 一雄",生体医工学,53,3,106-114,2015
1858,ヒトiPS細胞由来心筋細胞シートの不整脈研究への応用可能性：in silico不整脈学の観点から,"芦原 貴司, 黒川 洵子, 諫田 泰成, 原口 亮, 稲田 慎, 中沢 一雄, 堀江 稔",生体医工学,53,3,100-105,2015
1859,リレー随筆他,,生体医工学,53,4,229-231,2015
1860,医療技術産業戦略コンソーシアム（METIS）の思い出から,梶谷 文彦,生体医工学,53,4,227-228,2015
1861,梶谷文彦先生のIUPESM Award of Merit ご受賞に寄せて,上野 照剛,生体医工学,53,4,225-226,2015
1862,時系列情報を用いた筋電パターン識別精度向上フィルタの提案,"粕谷 昌宏, 加藤 龍, 横井 浩史",生体医工学,53,4,217-224,2015
1863,マイクロ波レーダを用いた体動と呼吸間隔ゆらぎ指標による睡眠段階推定,"佐々木 紀幸, 香川 正幸, 鈴村 和季, 松井 岳巳",生体医工学,53,4,209-216,2015
1864,リレー随筆他,,生体医工学,53,5,292-293,2015
1865,生体医工学シンポジウム2015論文の掲載に当って,"横澤 宏一, 杉町 勝, 木村 裕一",生体医工学,53,5,291,2015
1866,生体医工学シンポジウム2015を開催して,内貴 猛,生体医工学,53,5,289-290,2015
1867,平成二十六年度各賞受賞者紹介,,生体医工学,53,5,283-288,2015
1868,特異値分解による直交基底を用いた磁性ナノ粒子イメージングにおける逆問題再構成手法の検討,"高木 智幸, 土屋 寛貴, 初田 朋希, 石原 康利",生体医工学,53,5,276-282,2015
1869,視覚刺激の周辺修飾における視覚野の情報の流れの解析,"岡村 純也, 薗田 崇弘, 内田 晃平, 福留 啓太, 王 鋼",生体医工学,53,5,270-275,2015
1870,膝関節のテーピングが膝蓋腱に及ぼす力学的影響の検証,"三上 博史, 坂上 友介, 塩澤 成弘, 牧川 方昭",生体医工学,53,5,264-269,2015
1871,視覚障がい者のための色にもとづく服飾選択支援システム,"三宅 正夫, 眞鍋 佳嗣, 浦西 友樹, 吉元 俊輔, 井村 誠孝, 黒田 嘉宏, 大城 理",生体医工学,53,5,255-263,2015
1872,インテリジェントビジョンセンサを用いた両眼同時固視微動計測装置の開発とマイクロサッカードの左右差の評価,"鈴木 一隆, 豊田 晴義, 花山 良平, 石井 勝弘",生体医工学,53,5,247-254,2015
1873,リレー随筆他,,生体医工学,53,6,336-337,2015
1874,独立成分分析を用いた内因性光信号の光源ノイズ除去アルゴリズムと評価,"吉田 侑冬, 中川 大輝, 辛島 彰洋, 中尾 光之, 片山 統裕",生体医工学,53,6,328-335,2015
1875,片麻痺患者のための立ち上がり運動支援システムの開発,"白石 僚一郎, 山海 嘉之",生体医工学,53,6,319-327,2015
1876,細胞の基板接着・伸展過程における焦点接着斑の形態変化の解析,"王 軍鋒, 杉田 修啓, 長山 和亮, 松本 健郎",生体医工学,53,6,311-318,2015
1877,非接触体表圧刺激による知覚閾値評価システムの開発および評価,"瀬野 晋一郎, 木暮 英輝, 渡辺 篤志, 加藤 幸子, 小林 博子, 嶋津 秀昭",生体医工学,53,6,303-310,2015
1878,ヒト肺亜細葉４Dモデルによる肺拡散能シミュレーション,北岡 裕子,生体医工学,54Annual,26PM-Abstract,S99,2016
1879,人工肺内における長期使用後の血栓分布と血流状態の数値解析,"片桐 伸将, 巽 英介, 築谷 朋典, 武輪 能明, 水野 敏秀, 妙中 義之, 福井 康裕",生体医工学,54Annual,26PM-Abstract,S98,2016
1880,シリコーン中空糸のコンプライアンスを利用した人工肺の基礎研究,"原 伸太郎, 磯山 隆, 渡辺 真吾, 斎藤 逸郎, 横井 涼, 太田 英伸, 圦本 晃海, 阿部 裕輔",生体医工学,54Annual,26PM-Abstract,S97,2016
1881,近赤外レーザードップラー流速分布計測装置の皮膚癌診断と治療への応用,"秋口 俊輔, 荘司 成煕, 経田 僚昭, 百生 登, 保前 友高, 安東 嗣修, 八賀 正司",生体医工学,54Annual,26PM-Abstract,S96,2016
1882,センサ付把持鉗子の把持面間に存在する腫瘍サイズの推定法,"齊藤 開, 後藤 麟太郎, 中井 亮仁, 正宗 賢, 土肥 健純, 桑名 健太",生体医工学,54Annual,26PM-Abstract,S95,2016
1883,子ども向け呼吸誘導ぬいぐるみ装置のリラクセーション評価,"浦谷 裕樹, 大須賀 美恵子",生体医工学,54Annual,26PM-Abstract,S94,2016
1884,CT画像解析による気腫性変化の有無とその評価,"秋山 正樹, 岡本 呉賦, 上野 健治, 北間 正崇, 菅原 俊継, 木村 主幸",生体医工学,54Annual,26PM-Abstract,S93,2016
1885,一重酸素検出用近赤外域微弱光検出システム,"釣谷 拓希, 水本 巌, 由井 四海, 塚田 章",生体医工学,54Annual,26PM-Abstract,S92,2016
1886,２光子光音響顕微鏡高速化のための光学系最適化,"山岡 禎久, 宇野 友貴, 山本 壮理, 原田 義規, 高松 哲郎, 高橋 英嗣",生体医工学,54Annual,26PM-Abstract,S91,2016
1887,ディジタル位相共役光による散乱抑制効果の実験的検討,"任田 崇吾, 加藤 祐次, 工藤 信樹, 清水 孝一",生体医工学,54Annual,26PM-Abstract,S90,2016
1888,灰化ウシ骨の再生骨用担体としての利用とその特性評価,"田中 茂雄, 廣岡 直樹, 泉 雅樹",生体医工学,54Annual,26AM-Abstract,S9,2016
1889,口腔がん組織由来の赤色蛍光：がん検知の可能性,"鬼木 玲奈, 寺原 航, 小島 涼, 長井 健一郎, 仲谷 将隆, 江南 慧, 増本 一真, 長田 哲次, 小倉 俊一郎, 四ノ宮 成祥, 守本 祐司",生体医工学,54Annual,26PM-Abstract,S89,2016
1890,口腔癌に対する超選択的動注法支援のためのカテーテルナビゲーションシステムの精度評価,"柳田 健, 大屋 貴志, 王 君臣, 中村 亮介, 村田 倫太郎, 小林 英津子, 佐久間 一郎, 藤内 祝",生体医工学,54Annual,26PM-Abstract,S88,2016
1891,ビタミンK3の蛍光特性評価実験システムの開発,"澤田 澪, 須原 義智, 渡邉 宣夫",生体医工学,54Annual,26PM-Abstract,S87,2016
1892,胸椎麻酔のための超音波による椎弓間隙描出の基礎検討,"高橋 一生, 瀧 宏文, 山内 正憲, 金井 浩",生体医工学,54Annual,26PM-Abstract,S86,2016
1893,画像差分シュリーレン法を用いた強力集束超音波音場の可視化と焦点深度の評価,"榊 飛翔, 工藤 信樹",生体医工学,54Annual,26PM-Abstract,S85,2016
1894,ポリマー膜構造による新発想医用マイクロデバイス,池内 真志,生体医工学,54Annual,26PM-Abstract,S84,2016
1895,腕振り電磁ファントムを用いた偏波制御BANアンテナのビット誤り率Over-The-Air測定,"本田 和博, 村田 圭丞, 李 鯤, 小川 晃一, 小柳 芳雄, 佐藤 浩, 三浦 律",生体医工学,54Annual,26PM-Abstract,S83,2016
1896,送受信ダイバーシティを用いたUWBインプラント通信の伝送特性,安在 大祐,生体医工学,54Annual,26PM-Abstract,S82,2016
1897,時間相関を用いたMIMOセンサによる行動パターン推定の基礎検討,西森 健太郎,生体医工学,54Annual,26PM-Abstract,S81,2016
1898,無線通信の医療・スポーツ応用におけるネットワーキングプロトコルの課題,四方 博之,生体医工学,54Annual,26PM-Abstract,S80,2016
1899,骨再生医療用HAp/PCL複合材料の力学特性に及ぼすハイブリッド界面制御の影響,"田中 基嗣, 杉田 祐輔, 高橋 知之, 金原 勲",生体医工学,54Annual,26AM-Abstract,S8,2016
1900,動的無線BANチャネル特性解析のためのMIMOチャネル応答と人体姿勢の同時測定装置の開発,"陳 高超, 高田 潤一, 齋藤 健太郎, 金 ミンソク, 青柳 貴洋",生体医工学,54Annual,26PM-Abstract,S79,2016
1901,周産期における女性の脳機能の変化,"小谷 博子, 松野 真佳",生体医工学,54Annual,26PM-Abstract,S78,2016
1902,子どもの足部計測による発達の課題,"山下 和彦, 山下 知子, 山田 憲嗣, 大野 ゆう子",生体医工学,54Annual,26PM-Abstract,S77,2016
1903,周産期医療における医用工学の進歩と展望,馬場 一憲,生体医工学,54Annual,26PM-Abstract,S76,2016
1904,細胞微小環境制御に基づく三次元ティッシュエンジニアリング,"松崎 典弥, 明石 満",生体医工学,54Annual,26PM-Abstract,S75,2016
1905,積層細胞シートを培養・解析雛型とした組織内混入異種細胞の挙動理解と制御,長森 英二,生体医工学,54Annual,26PM-Abstract,S74,2016
1906,脱細胞化臓器を鋳型とした肝組織工学,"井嶋 博之, 坂本 裕希, 白木川 奈菜",生体医工学,54Annual,26PM-Abstract,S73,2016
1907,代謝制御によるヒトiPS細胞由来純化心筋細胞を用いた心筋球作製法の開発と再生医療への応用,"遠山 周吾, 藤田 淳, 金澤 英明, 福田 恵一",生体医工学,54Annual,26PM-Abstract,S72,2016
1908,バイオ3Dプリンティングによる組織形成に向けた凍結保存技術の開発,"荒井 健一, 蒲原 敦子, 中山 功一",生体医工学,54Annual,26PM-Abstract,S71,2016
1909,人工組織のガラス化保存の現状と今後の可能性,"長嶋 比呂志, 前原 美樹, 勝俣 佑紀, 内倉 鮎子, 松村 和明, 佐藤 正人, 松成 ひとみ",生体医工学,54Annual,26PM-Abstract,S70,2016
1910,卵巣の生殖機能再生：卵胞活性化療法（In vitro activation）の臨床試験と卵巣潅流培養への展開,河村 和弘,生体医工学,54Annual,26AM-Abstract,S7,2016
1911,組織工学のための凍結保護物質の開発と応用,松村 和明,生体医工学,54Annual,26PM-Abstract,S69,2016
1912,超低温保存によるバイオバンキング事業,田中 大介,生体医工学,54Annual,26PM-Abstract,S68,2016
1913,「交流セッションの目的とWorld Congress誘致について」,椎名 毅,生体医工学,54Annual,26PM-Abstract,S67,2016
1914,次世代器官再生とその育成を目指して,辻 孝,生体医工学,54Annual,26PM-Abstract,S66,2016
1915,12誘導心電図から再構成したベクトル心電図による心房内自動能発生部位の3次元位置同定の検討,"稲田 慎, 竹村 匡正, 鈴木 信宏, 芦原 貴司, 三井 和幸, 柴田 仁太郎, 中沢 一雄",生体医工学,54Annual,26AM-Abstract,S65,2016
1916,個人化された指標に基づく心拍変動の状態分類-二分木の最適化,"伊藤 俊樹, 水谷 拓郎, 八名 和夫",生体医工学,54Annual,26AM-Abstract,S64,2016
1917,左心室の電気生理・力学統合シミュレーション：興奮伝播様式の違いが収縮動態に与える影響,"重 文将, 稲田 慎, 伊井 仁志, 中沢 一雄, 和田 成生",生体医工学,54Annual,26AM-Abstract,S63,2016
1918,スパイラルリエントリ旋回中心遷現象の画像解析,"谷田部 純弥, 立柳 紀林, 富井 直樹, 野口 展士, 柴田 仁太郎, 小川 貴史, 山崎 正俊, 本荘 晴朗, 荒船 龍彦, 本間 章彦",生体医工学,54Annual,26AM-Abstract,S62,2016
1919,膜電位/Ca2+同時光学マッピングを用いたCa2+バーストの解析,"立柳 紀林, 野口 展士, 柴田 仁太郎, 山崎 正俊, 本荘 晴朗, 荒船 龍彦, 本間 章彦",生体医工学,54Annual,26AM-Abstract,S61,2016
1920,運動様式による心拍制御機構の計測可能性について,"中村 英夫, 新宮 俊輝",生体医工学,54Annual,26AM-Abstract,S60,2016
1921,肺移植における体外肺潅流（ex vivo lung perfusion: EVLP）,"陳 豊史, 本山 秀樹, 土屋 恭子, 高萩 亮宏, 齋藤 正男, 田中 里奈, 宮本 英, 大畑 恵資, 高橋 守, 近藤 健, 青山 晃博, 伊達 洋至",生体医工学,54Annual,26AM-Abstract,S6,2016
1922,Rhoキナーゼ阻害薬は肺動脈抵抗を低下させるだけでなく、コンプライアンスを上昇させる。,"西川 拓也, 朔 啓太, 坂本 隆史, 大賀 泰寛, 遠山 岳詩, 岸 拓弥, 砂川 賢二",生体医工学,54Annual,26AM-Abstract,S59,2016
1923,心不全循環管理を支援する血行動態自動制御システムの臨床応用を目指した低侵襲化,"上村 和紀, 川田 徹, 鄭 燦, 杉町 勝",生体医工学,54Annual,26AM-Abstract,S58,2016
1924,逆位相2焦点音場による極細カテーテルの実践的な誘導方法の開発,"鈴木 俊哉, 鶴井 信宏, 宮澤 慎也, 澤口 冬威, 望月 剛, 桝田 晃司",生体医工学,54Annual,26AM-Abstract,S57,2016
1925,細胞誘導性足場効果を狙ったチタン材の表面改質法の検討,"関根 一光, 内藤 禎人, 市川 哲雄, 山下 菊治, 浜田 賢一",生体医工学,54Annual,26AM-Abstract,S56,2016
1926,螺旋流血液ポンプのモーター改良による差圧流量推定精度の向上,"圦本 晃海, 斎藤 逸郎, 磯山 隆, 原 伸太郎, 李 欣陽, 村上 遥, 羽合 佳範, 阿部 裕輔",生体医工学,54Annual,26AM-Abstract,S55,2016
1927,小児用ePTFE製3弁付導管のbulging sinus形状最適化のための血行力学性能評価,"坪子 侑佑, 白石 泰之, 三浦 英和, 井上 雄介, 山田 昭博, 平 恭紀, 池田 純平, 山岸 正明, 山家 智之",生体医工学,54Annual,26AM-Abstract,S54,2016
1928,大動脈弁埋込み補助人工心臓を目指した超小型軸流ポンプの試作,"岡本 英治, 矢野 哲也, 有村 響子, 三田村 好矩",生体医工学,54Annual,26AM-Abstract,S53,2016
1929,体内埋め込み可能なFontan循環補助装置の新規構造開発,"山田 昭博, 白石 泰之, 三浦 英和, 平 恭紀, 坪子 侑佑, 池田 純平, 井上 雄介, 山岸 正明, 本間 大, 山家 智之",生体医工学,54Annual,26AM-Abstract,S52,2016
1930,全置換型人工心臓用右心ポンプの新しい支持駆動部分の開発,"三浦 英和, 萩尾 勇樹, 井上 雄介, 山田 昭博, 白石 泰之, 山家 智之",生体医工学,54Annual,26AM-Abstract,S51,2016
1931,薄小型磁気浮上補助人工心臓の実用化に向けた改良,"渡辺 保昭, 増澤 徹, 村上 倫子, 小沼 弘幸, 西村 隆, 許 俊鋭",生体医工学,54Annual,26AM-Abstract,S50,2016
1932,肝摘出後、体外での健常性維持と機能再生を目指した肝灌流保存法の開発,"秦 浩一郎, 岡村 裕輔, 田中 宏和, 玉木 一路, Yermek Nigmet, 平尾 浩史, 久保田 豊成, 稲本 道, 岡島 英明, 海道 利実, 上本 伸二",生体医工学,54Annual,26AM-Abstract,S5,2016
1933,悪性脳腫瘍に対する光線力学的療法のための顕微鏡互換レーザ照射デバイスの試作開発と評価,"吉光 喜太郎, 正宗 賢, 丸山 隆志, 生田 聡子, 伊関 洋, 村垣 善浩",生体医工学,54Annual,26AM-Abstract,S49,2016
1934,Improved flexible laser endoscope system for photodynamic tumor therapy,"Hu Yan, 三木 康平, 正宗 賢",生体医工学,54Annual,26AM-Abstract,S48,2016
1935,低酸素脳症モデルラットに対する大気圧低温プラズマ及び臍帯血投与方法の検討,"脇田 諭, 山下 諒祐, 渡邊 寛輝, 森 晃, 和多田 雅哉, 平田 孝道, 筒井 千尋",生体医工学,54Annual,26AM-Abstract,S47,2016
1936,空間選択的な励起パルスを用いた導体を含む試料の磁気共鳴画像法,"禹 泰城, キム ドンミン, 染谷 隆夫, 関野 正樹",生体医工学,54Annual,26AM-Abstract,S46,2016
1937,薬剤動態に基づいたPETアミロイドイメージングの参照領域自動設定法の精度検証,"山田 誉大, 木村 裕一, 永岡 隆, 岡田 志麻, 細川 知紗, 石井 一成",生体医工学,54Annual,26AM-Abstract,S45,2016
1938,ドップラーレーダーを用いた前頭前皮質背外側部(DLPFC)・血流量推定,"前田 崇斗, 橋爪 絢子, 松井 岳巳",生体医工学,54Annual,26AM-Abstract,S44,2016
1939,より適する診療のための病院・診療科助言システムの構築,"小林 幸, 檮木 智彦",生体医工学,54Annual,28PM-Abstract,S430,2016
1940,注視視標形状がマイクロサッカードの動的特性に及ぼす影響,"大谷 尚平, 中井 裕真, 加納 悠史, 小濱 剛, 吉川 昭, 吉田 久",生体医工学,54Annual,26AM-Abstract,S43,2016
1941,がんにおける遺伝子とmicroRNAのループ構造の影響の検討,"都倉 悠亮, 福岡 豊",生体医工学,54Annual,28PM-Abstract,S429,2016
1942,がん早期発見を可能とする、RNA発現解析用マイクロデバイスの開発,"木村 雄亮, 池内 真志, 生田 幸士",生体医工学,54Annual,28PM-Abstract,S428,2016
1943,磁気走査型2次元細胞パターニングにおける磁石サイズの影響評価,"柴田 健吾, 秋山 義勝, 大和 雅之, 秋山 佳丈",生体医工学,54Annual,28PM-Abstract,S427,2016
1944,次世代シーケンサデータの２条件比較による要因遺伝子の抽出,"松井 一馬, 福岡 豊, 大屋敷 純子, 梅津 知宏",生体医工学,54Annual,28PM-Abstract,S426,2016
1945,MDA-MB-231細胞遊走のpH勾配依存性,"榎田 祐也, 矢原 大裕, 吉田 拓磨, 鶴野 雄介, 大久保 魁馬, 馬場 嵐, 山岡 禎久, 高橋 英嗣",生体医工学,54Annual,28PM-Abstract,S425,2016
1946,粒子線治療における放射線シミュレータの照射領域可視化のための開発研究,"阿蘇 司, 松下 慶一郎, 西尾 禎治, 株木 重人, 佐々木 節, 紅井 里緒菜",生体医工学,54Annual,28PM-Abstract,S424,2016
1947,皮膚湿潤測定のための静電センサ構造の検討,"米川 史晃, 木本 晃",生体医工学,54Annual,28PM-Abstract,S423,2016
1948,適応ビームフォーマにおける超音波の拡散減衰の影響の検討,嶋田 龍賀,生体医工学,54Annual,28PM-Abstract,S422,2016
1949,大気圧低温プラズマ照射による赤血球脆弱性の変化と細胞内への物質導入,"矢野 哲也, 佐藤 陵介, 黒川 諒, 齋藤 敬, 杉本 尚哉",生体医工学,54Annual,28PM-Abstract,S421,2016
1950,筋電位入力を用いた機能的電気刺激による動作提示システムの開発,"岡田 裕貴, 岡田 志麻",生体医工学,54Annual,28PM-Abstract,S420,2016
1951,fNIRS計測信号に対する独立成分分析適用手法の検討,"岡本 亮太, 並河 弘樹, 柴田 はるな, 小濱 剛, 吉田 久",生体医工学,54Annual,26AM-Abstract,S42,2016
1952,ハンドピース型の冷温手術装置の基礎検討～ハンドピースの改良と冷媒の再検討～,"相田 武則, 高橋 大志, 田口 洋介",生体医工学,54Annual,28PM-Abstract,S419,2016
1953,片麻痺患者用パワーアシスト車いすの傾斜環境に対応した走行制御システムの評価,"早川 綾奈, 和多田 雅哉, 山田 睦雄",生体医工学,54Annual,28PM-Abstract,S418,2016
1954,頷き検出と視線検出を用いたマウス代用装置の検討,"澁谷 和帆, 竹中 宏兵, 小泉 祐真, 塚田 章",生体医工学,54Annual,28PM-Abstract,S417,2016
1955,Web型音声ゲームシステムにおける簡易ルールと代替インターフェースの提案,"村上 尊哉, 佐藤 優彦, 前田 義信, 谷 賢太朗, 河内 了輔, 新川 拓也",生体医工学,54Annual,28PM-Abstract,S416,2016
1956,重度肢体不自由者における符号化入力方式を用いた文字入力の検討,"大矢 哲也, 佐々木 優貴乃, 鷺谷 亮, 嘉成 望, 野本 洋平, 小山 裕徳, 川澄 正史",生体医工学,54Annual,28PM-Abstract,S415,2016
1957,障害物高の相違によるtoe distanceとheel distanceの変化,"野本 洋平, 大矢 哲也, 川澄 正史",生体医工学,54Annual,28PM-Abstract,S414,2016
1958,体動に堅牢な飲み込み検出に関する研究,"斎藤 匡浩, 都築 裕, 金 主賢, 中林 美奈子, 坪内 奈津子, 林 一枝, 中島 一樹",生体医工学,54Annual,28PM-Abstract,S413,2016
1959,光音響効果を利用した骨導振動に関する基礎検討,和田森 直,生体医工学,54Annual,28PM-Abstract,S412,2016
1960,色覚障がい者の日常生活支援のためのスマートフォンアプリケーションの開発の試み,"丸山 詩織, 小川 充洋",生体医工学,54Annual,28PM-Abstract,S411,2016
1961,非侵襲的陽圧換気療法のマスク装着による皮膚変化と表面皮膚温の観察,"大桑 麻由美, 藤本 由美子, 大貝 和裕, 鈴木 基子, 臺 美佐子, 松本 勝, 須釜 淳子",生体医工学,54Annual,28PM-Abstract,S410,2016
1962,NIRSによる脳機能計測における脳機能信号と反応部位の推定に関する一検討,"福田 恵子, 竹元 裕樹",生体医工学,54Annual,26AM-Abstract,S41,2016
1963,非侵襲嚥下機能評価を目的とした嚥下音の時間－周波数分析,"可児 雅弥, 山内 忍, 本橋 由香, 佐藤 敏夫, 阿岸 鉄三",生体医工学,54Annual,28PM-Abstract,S409,2016
1964,画像会話を取り入れたストレス評価システムの開発,"石塚 健太, 青山 慎, 三宅 仁",生体医工学,54Annual,28PM-Abstract,S408,2016
1965,流路内に保持したマウス受精卵内細胞の顕微観察,"松浦 宏治, 浅野 友香, 仁科 咲織, 成瀬 恵治",生体医工学,54Annual,28PM-Abstract,S407,2016
1966,数値流体力学解析による血液透析用留置針の側孔が実血流量に及ぼす影響に関する理論検討,"島崎 直也, 中根 紀章, 田口 友樹, 山内 忍, 本橋 由香, 佐藤 敏夫, 阿岸 鉄三",生体医工学,54Annual,28PM-Abstract,S406,2016
1967,在宅健康管理のための光学式尿成分計測システムの試作 -LEDシステム移行を考慮した使用波長数削減の検討-,"鈴木 郁斗, 野川 雅道, 内藤 尚, 小川 充洋, 高田 重男, 山越 憲一, 田中 志信",生体医工学,54Annual,28PM-Abstract,S405,2016
1968,肝臓の細胞治療確立に必要な工学的アプローチ,"絵野沢 伸, 宮永 恭, スフィアンディ サンディ, 小原 弘道",生体医工学,54Annual,28PM-Abstract,S404,2016
1969,腹鳴音による過敏性腸症候群の腸活動評価,"合嶋 裕樹, 榎本 崇宏, 岡久 稔也, ウダンダ アビラトナ, 曽我部 正弘, 芥川 正武, 小中 信典, 木内 陽介",生体医工学,54Annual,28PM-Abstract,S403,2016
1970,経験的モード分解による胃電気信号の抽出に関する基礎的検討,"大賀 智裕, 京相 雅樹",生体医工学,54Annual,28PM-Abstract,S402,2016
1971,亜硝酸イオン由来一酸化窒素の速度論的動態の検討,"小川 武人, 望月 精一",生体医工学,54Annual,28PM-Abstract,S401,2016
1972,臨床工学技士教育のためのマイコンを用いた人工呼吸器のアナログシミュレーション - VCVとPCVの実装,"高 英聖, 川添 文音, 川合 真子",生体医工学,54Annual,28PM-Abstract,S400,2016
1973,Direction-Cue提示に用いる刺激の種類が運動選択時の脳波に与える影響,"高木 駿介, 高橋 駿介, 船瀬 新王, 内匠 逸",生体医工学,54Annual,26AM-Abstract,S40,2016
1974,臓器工学に向けた灌流技術のUp to Date,"小原 弘道, 松野 直徒, 絵野沢 伸",生体医工学,54Annual,26AM-Abstract,S4,2016
1975,筋萎縮性側索硬化症における睡眠時動脈血酸素飽和度の数理解析,"大橋 彰華, 猪山 昭徳, 佐古田 三郎, 吉野 公三",生体医工学,54Annual,28PM-Abstract,S399,2016
1976,心臓植え込み型デバイスの将来需要予測にみられる地域格差,"島谷 哲史, 渡邉 英一, 鈴木 康之, 野村 泰伸, 清野 健",生体医工学,54Annual,28PM-Abstract,S398,2016
1977,酸素勾配を形成するマイクロ培養デバイスを用いて腫瘍環境を再現する試み,塚田 孝祐,生体医工学,54Annual,28PM-Abstract,S397,2016
1978,冠循環及び非冠循環心臓におけるコネクチンの弾性構造,"花島 章, 橋本 謙, 氏原 嘉洋, 本田 威, 呼元 知子, 毛利 聡",生体医工学,54Annual,28PM-Abstract,S396,2016
1979,統合生理学的手法によるTRPC3の細胞内局在部位解析への新規アプローチ,"山口 陽平, 入部 玄太郎, 成瀬 恵治",生体医工学,54Annual,28PM-Abstract,S395,2016
1980,肺高血圧症における病的な右室後負荷を模擬できる生体内肺動脈インピーダンス制御システムの開発,"福満 雅史, 川田 徹, 清水 秀二, ターナー マイケル, 上村 和紀, 杉町 勝",生体医工学,54Annual,28PM-Abstract,S394,2016
